property_id,address,latitude,longitude,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,hand_ft,water_fraction,dpol_water,dpol_available,dem_resolution_m,found_ht,found_type,num_story,occtype,val_struct,val_cont,ftprntsqft,med_yr_blt,nsi_match_m,nsi_matched,first_floor_height_ft,foundation_type,depth_above_ffe_ft,first_floor_source,depth_lower_ft,depth_upper_ft,depth_ci_ft
BRZ-02444,"NSI Structure 123324817, Harris County, TX",29.697569,-95.64146,0.0,0.0,1,1,0.0,0.0,13.31,1.33,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,201627.12278115662,100813.56139057831,1966.0,1991.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02445,"NSI Structure 122472229, Fort Bend County, TX",29.683408,-95.741523,0.0,0.0,0,1,0.0,0.0,11.643,0.93,0.0,0.0,1,1,2.0,C,2.0,RES1-2SNB,447238.08512951166,223619.04256475583,3311.0,2014.0,0.0,True,2.0,Crawlspace,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02446,"NSI Structure 122552439, Fort Bend County, TX",29.543519,-95.687786,0.0,0.0,1,1,0.0,0.0,20.485,9.44,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,260141.21472104237,130070.60736052119,1856.0,1989.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02447,"NSI Structure 124759738, Harris County, TX",29.685627,-95.600494,0.0,0.0,1,1,0.0,0.0,5.837,2.67,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,139165.1011,69582.55055,1500.0,1977.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02448,"NSI Structure 122572069, Fort Bend County, TX",29.716818,-95.803194,0.0,0.0,1,1,0.0,0.0,7.488,0.68,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,591869.8690066612,295934.9345033306,2648.0,2006.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02449,"NSI Structure 122690527, Fort Bend County, TX",29.533429,-95.608588,0.0,0.0,0,1,0.0,0.0,17.745,7.52,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,1027819.0605296878,513909.5302648439,3854.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02450,"NSI Structure 122499866, Fort Bend County, TX",29.702926,-95.838248,0.0,0.0,1,1,0.0,0.0,10.492,1.93,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,595766.8514651954,297883.4257325977,2599.0,2009.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02451,"NSI Structure 122444160, Fort Bend County, TX",29.567057,-95.626037,0.0,0.0,1,1,0.0,0.0,6.551,5.84,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,984649.947018479,492324.9735092395,4024.0,1993.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02452,"NSI Structure 122559875, Fort Bend County, TX",29.680865,-95.813636,0.0,0.0,1,1,0.0,0.0,15.728,1.42,0.0,0.0,1,1,2.0,B,1.0,RES1-1SWB,733005.098365272,366502.549182636,3024.0,2013.0,0.0,True,2.0,Basement,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02453,"NSI Structure 122689844, Fort Bend County, TX",29.544629,-95.604275,0.0,0.0,0,1,0.0,0.0,7.425,2.49,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,1117528.1274097515,558764.0637048758,4034.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02454,"NSI Structure 124737244, Harris County, TX",29.692114,-95.611525,0.0,0.0,1,1,0.0,0.0,3.829,3.52,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,171419.83614963264,85709.91807481632,1500.0,1979.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02455,"NSI Structure 122585643, Fort Bend County, TX",29.585341,-95.770097,0.0,0.0,1,1,0.0,0.0,4.363,10.42,0.0,0.0,1,1,2.0,C,1.0,RES1-1SNB,98569.45515,49284.727575,550.0,1979.0,0.0,True,2.0,Crawlspace,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02456,"NSI Structure 122486855, Fort Bend County, TX",29.693779,-95.795461,0.6536,2.05,0,1,0.0,0.838,13.822,0.3,0.0,0.1024,1,1,0.75,S,1.0,RES1-1SNB,653140.4637806006,326570.2318903003,2684.0,2015.0,0.0,True,0.75,Slab,1.3,USACE NSI (modeled),0.98,3.12,1.07
BRZ-02457,"NSI Structure 122580114, Fort Bend County, TX",29.595008,-95.8004,0.0,0.0,0,1,0.0,0.0,9.207,3.81,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,645856.4285139428,322928.2142569714,2425.0,2010.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02458,"NSI Structure 122458989, Fort Bend County, TX",29.643386,-95.697186,0.0,0.0,0,1,0.0,0.0,6.973,8.04,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,1042625.1695440881,521312.58477204404,3868.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02459,"NSI Structure 122489428, Fort Bend County, TX",29.544311,-95.798421,0.0,0.0,1,1,0.0,0.0,4.623,3.64,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,154402.13295,77201.066475,3958.0,1981.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02460,"NSI Structure 122555699, Fort Bend County, TX",29.681391,-95.747569,0.0,0.0,1,1,0.0,0.0,8.29,5.12,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,426544.615218134,213272.307609067,3459.0,2014.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02461,"NSI Structure 122593263, Fort Bend County, TX",29.595524,-95.662456,0.0,0.0,1,1,0.0,0.0,3.793,4.24,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,771375.5970619502,385687.7985309751,2485.0,1995.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02462,"NSI Structure 122613794, Fort Bend County, TX",29.605178,-95.661623,0.0,0.0,1,1,0.0,0.0,9.654,6.79,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,678336.879660646,339168.439830323,2081.0,1995.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02463,"NSI Structure 122462845, Fort Bend County, TX",29.699748,-95.711083,0.0,0.0,0,1,0.0,0.0,13.893,5.75,0.0,0.1966,1,1,0.75,S,1.0,RES1-1SNB,287351.90980523103,143675.95490261551,2099.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02464,"NSI Structure 122470175, Fort Bend County, TX",29.658602,-95.728325,0.0,0.0,1,1,0.0,0.0,9.564,6.18,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,610448.2528584467,305224.12642922334,3525.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02465,"NSI Structure 122448902, Fort Bend County, TX",29.641761,-95.653024,0.0,0.0,1,1,0.0,0.0,6.261,4.11,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,643788.7110411806,321894.3555205903,2450.0,2003.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02466,"NSI Structure 122665748, Fort Bend County, TX",29.557133,-95.607223,0.0,0.0,0,1,0.0,0.0,6.708,0.73,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,786901.1900376999,393450.59501884994,1733.0,1998.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02467,"NSI Structure 122476873, Fort Bend County, TX",29.609313,-95.749294,0.0,0.0,1,1,0.0,0.0,34.221,2.98,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,427576.81527490116,213788.40763745058,1986.0,2010.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02468,"NSI Structure 123499574, Harris County, TX",29.694208,-95.657242,0.0,0.0,1,1,0.0,0.0,8.14,7.19,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,182562.49649999998,91281.24824999999,2416.0,1984.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02469,"NSI Structure 122445068, Fort Bend County, TX",29.568713,-95.631739,0.0,0.0,1,1,0.0,0.0,5.762,2.01,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,797570.2736013805,398785.13680069026,2665.0,1993.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02470,"NSI Structure 122459107, Fort Bend County, TX",29.648511,-95.686936,0.0,0.0,1,1,0.0,0.0,10.29,2.64,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,919306.5555669221,459653.27778346103,3417.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02471,"NSI Structure 123433283, Harris County, TX",29.710673,-95.679038,0.0,0.0,1,1,0.0,0.0,9.908,0.33,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,362290.73099108547,181145.36549554273,2810.0,1988.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02472,"NSI Structure 122447065, Fort Bend County, TX",29.657768,-95.640056,0.0,0.0,1,1,0.0,0.0,10.535,5.28,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,195767.67328893757,97883.83664446879,2664.0,2006.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02473,"NSI Structure 122467778, Fort Bend County, TX",29.643195,-95.734858,0.0,0.0,1,1,0.0,0.0,12.589,8.71,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,541711.2247362726,270855.6123681363,1705.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02474,"NSI Structure 122520777, Fort Bend County, TX",29.657196,-95.650951,0.0,0.0,1,1,0.0,0.0,10.209,0.29,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,469783.1159266299,234891.55796331496,3927.0,2003.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02475,"NSI Structure 122451660, Fort Bend County, TX",29.604885,-95.665868,0.0,0.0,1,1,0.0,0.0,8.245,7.93,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,681521.7845949491,340760.89229747455,1976.0,1995.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02476,"NSI Structure 122589334, Fort Bend County, TX",29.608343,-95.722983,0.0,0.0,1,1,0.0,0.0,8.804,9.89,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,469831.881082646,234915.940541323,1942.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02477,"NSI Structure 122469855, Fort Bend County, TX",29.633091,-95.729077,0.0,0.0,1,1,0.0,0.0,2.998,5.11,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,653457.817411926,326728.908705963,1978.0,1992.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02478,"NSI Structure 122477720, Fort Bend County, TX",29.665679,-95.748749,0.0,0.0,1,1,0.0,0.0,12.961,1.5,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,771154.0967664649,385577.04838323244,3413.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02479,"NSI Structure 122614961, Fort Bend County, TX",29.570166,-95.76372,0.0,0.0,1,1,0.0,0.0,6.747,7.94,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,161176.05500000002,80588.02750000001,2323.0,1978.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02480,"NSI Structure 122702357, Fort Bend County, TX",29.562464,-95.602111,0.0,0.0,1,1,0.0,0.0,6.674,3.27,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,830690.7146753643,415345.35733768216,2164.0,1998.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02481,"NSI Structure 122553177, Fort Bend County, TX",29.690674,-95.717006,0.0,0.0,1,1,0.0,0.0,2.407,2.43,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,309885.20890550874,154942.60445275437,2576.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02482,"NSI Structure 122564267, Fort Bend County, TX",29.55182,-95.633825,0.0,0.0,1,1,0.0,0.0,26.313,1.09,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,800836.850098086,400418.425049043,2051.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02483,"NSI Structure 122451949, Fort Bend County, TX",29.597289,-95.670748,0.0,0.0,1,1,0.0,0.0,12.352,0.9,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,749436.1758736788,374718.0879368394,2585.0,1995.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02484,"NSI Structure 122557943, Fort Bend County, TX",29.642436,-95.777628,0.0,0.0,0,1,0.0,0.0,5.382,3.19,0.0,0.0,1,1,2.0,C,1.0,RES1-1SNB,850427.1774629373,425213.58873146866,3352.0,2012.0,0.1,True,2.0,Crawlspace,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02485,"NSI Structure 123498630, Harris County, TX",29.693051,-95.647259,0.0,0.0,1,1,0.0,0.0,8.468,2.41,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,268646.4747130372,134323.2373565186,2619.0,1984.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02486,"NSI Structure 122491137, Fort Bend County, TX",29.687046,-95.803425,0.0,0.0,0,1,0.0,0.0,3.484,1.22,0.0,0.0,1,1,2.0,B,1.0,RES1-1SWB,995787.9162960923,497893.95814804616,1968.0,2015.0,0.0,True,2.0,Basement,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02487,"NSI Structure 122522551, Fort Bend County, TX",29.594158,-95.663703,0.0,0.0,1,1,0.2089,0.0,2.797,0.99,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,632920.2754701519,316460.13773507596,3772.0,1995.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02488,"NSI Structure 122623115, Fort Bend County, TX",29.524025,-95.726553,0.0,0.0,0,1,0.0537,0.0,18.808,1.63,0.0,0.0175,1,1,0.75,S,2.0,RES1-2SNB,475000.93507140334,237500.46753570167,3072.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02489,"NSI Structure 122485765, Fort Bend County, TX",29.569329,-95.78689,0.0,0.0,0,1,0.0,0.0,9.075,1.56,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,229648.39872746222,114824.19936373111,2122.0,1983.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02490,"NSI Structure 122523237, Fort Bend County, TX",29.683471,-95.670841,0.0,0.0,1,1,0.0,0.0,14.202,6.58,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,227161.6058289961,113580.80291449805,2149.0,1997.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02491,"NSI Structure 122608172, Fort Bend County, TX",29.70701,-95.835791,0.0,0.0,1,1,0.0,0.0,4.044,1.39,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,700999.0866573108,350499.5433286554,2313.0,2011.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02492,"NSI Structure 122702312, Fort Bend County, TX",29.562361,-95.602696,0.0,0.0,1,1,0.0,0.0,6.796,3.38,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,782510.4372060983,391255.2186030492,1549.0,1998.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02493,"NSI Structure 122556807, Fort Bend County, TX",29.564678,-95.7636,0.0,0.0,1,1,0.0,0.0,3.043,5.49,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,168966.62801428413,84483.31400714206,2550.0,1978.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02494,"NSI Structure 123427697, Harris County, TX",29.700845,-95.64841,0.0,0.0,1,1,0.0,0.0,8.129,2.62,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,226368.23841720718,113184.11920860359,2936.0,1984.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02495,"NSI Structure 122489484, Fort Bend County, TX",29.690603,-95.79835,0.0,0.0,1,1,0.0,0.0,9.397,2.62,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,763934.3312531789,381967.16562658944,2668.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02496,"NSI Structure 122588348, Fort Bend County, TX",29.686534,-95.663718,0.0,0.0,1,1,0.0,0.0,3.138,2.35,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,231500.45805533667,115750.22902766833,2579.0,1997.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02497,"NSI Structure 122521418, Fort Bend County, TX",29.57959,-95.659821,0.0,0.0,1,1,0.0,0.0,9.105,2.37,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,664610.905730968,332305.452865484,3020.0,2009.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02498,"NSI Structure 122486116, Fort Bend County, TX",29.712402,-95.78894,0.0,0.0,1,1,0.0,0.0,18.128,0.27,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,656493.6584166253,328246.8292083127,3514.0,2007.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02499,"NSI Structure 122494760, Fort Bend County, TX",29.699627,-95.817359,0.0,0.0,1,1,0.0,0.0,6.686,2.13,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,699156.0797468058,349578.0398734029,2050.0,2009.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02500,"NSI Structure 122570577, Fort Bend County, TX",29.633092,-95.7641,0.0,0.0,0,1,0.0,0.0,1.46,7.41,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,880104.8904214365,440052.44521071826,4805.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02501,"NSI Structure 122681396, Fort Bend County, TX",29.589108,-95.60474,0.0,0.0,1,1,0.0,0.0,4.574,1.57,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,283833.026093936,141916.513046968,1792.0,1984.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02502,"NSI Structure 122554317, Fort Bend County, TX",29.641415,-95.735536,0.0,0.0,1,1,0.0,0.0,7.336,7.09,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,518459.4574766465,259229.72873832326,1562.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02503,"NSI Structure 122631491, Fort Bend County, TX",29.51667,-95.801258,0.0,0.0,0,1,0.0,0.0,21.86,1.65,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,407461.14931751305,203730.57465875652,1823.0,2011.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02504,"NSI Structure 122577318, Fort Bend County, TX",29.680442,-95.717474,0.0,0.0,1,1,0.0,0.0,1.911,1.81,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,294223.18248941086,147111.59124470543,1897.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02505,"NSI Structure 122548093, Fort Bend County, TX",29.650624,-95.629353,0.0,0.0,1,1,0.0,0.0,4.135,2.44,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,499222.01440443477,249611.00720221738,3351.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02506,"NSI Structure 122539564, Fort Bend County, TX",29.5469,-95.799058,0.0,0.0,1,1,0.0,0.0,4.741,0.18,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,144511.6374,72255.8187,2739.0,1981.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02507,"NSI Structure 122523135, Fort Bend County, TX",29.641659,-95.66886,0.0,0.0,1,1,0.0,0.0,11.158,8.03,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,264920.8495220668,132460.4247610334,2054.0,1995.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02508,"NSI Structure 122447709, Fort Bend County, TX",29.594708,-95.646174,0.0,0.0,1,1,0.0,0.0,2.688,2.34,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,988345.440962965,494172.7204814825,3692.0,2009.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02509,"NSI Structure 122561000, Fort Bend County, TX",29.717464,-95.834664,0.0,0.0,1,1,0.0,0.0,3.98,0.04,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,639480.5583698,319740.2791849,2523.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02510,"NSI Structure 122498335, Fort Bend County, TX",29.685077,-95.833922,0.0,0.0,0,1,0.0,0.0,22.279,6.21,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,720909.6697432142,360454.8348716071,3090.0,2013.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02511,"NSI Structure 122566612, Fort Bend County, TX",29.694948,-95.675646,0.0,0.0,1,1,0.0,0.0,9.672,1.69,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,198202.20983235355,99101.10491617677,1819.0,1984.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02512,"NSI Structure 122462931, Fort Bend County, TX",29.699767,-95.705796,0.0,0.0,0,1,0.0,0.0,6.338,0.85,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,314094.9296114795,157047.46480573976,2337.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02513,"NSI Structure 122443532, Fort Bend County, TX",29.579359,-95.627467,0.0,0.0,1,1,0.0,0.0,23.907,5.42,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,811582.4490730901,405791.22453654505,2039.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02514,"NSI Structure 122472210, Fort Bend County, TX",29.680036,-95.734806,0.0,0.0,0,1,0.0,0.0,3.859,0.52,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,350830.1026348842,175415.0513174421,2242.0,2014.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02515,"NSI Structure 122700203, Fort Bend County, TX",29.60927,-95.625622,0.0,0.0,0,1,0.216,0.0,4.863,4.79,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,809213.6213568955,404606.8106784478,2937.0,1991.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02516,"NSI Structure 122541230, Fort Bend County, TX",29.704701,-95.818281,0.0,0.0,1,1,0.0,0.0,3.933,1.01,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,671001.4442264631,335500.72211323155,2192.0,2009.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02517,"NSI Structure 122463078, Fort Bend County, TX",29.544216,-95.707179,0.0,0.0,1,1,0.0,0.0,6.222,10.2,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,499093.99938084296,249546.99969042148,2583.0,2004.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02518,"NSI Structure 122505041, Fort Bend County, TX",29.698363,-95.861786,0.0,0.0,1,1,0.0,0.0,6.347,2.09,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,677763.2903503956,338881.6451751978,2903.0,2016.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02519,"NSI Structure 122443595, Fort Bend County, TX",29.582886,-95.61961,0.0,0.0,1,1,0.0,0.0,18.772,1.58,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,628227.5559323272,314113.7779661636,2155.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02520,"NSI Structure 122470152, Fort Bend County, TX",29.658532,-95.731987,0.0,0.0,1,1,0.0,0.0,9.078,9.79,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,429594.4787835595,214797.23939177976,2307.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02521,"NSI Structure 122541053, Fort Bend County, TX",29.563424,-95.811912,0.0,0.0,1,1,0.0,0.0,35.524,30.81,0.0,0.0,1,1,2.0,C,1.0,RES1-1SNB,142215.0779,71107.53895,2060.0,1987.0,0.0,True,2.0,Crawlspace,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02522,"NSI Structure 122486843, Fort Bend County, TX",29.69362,-95.794214,0.3323,1.58,0,1,0.0,0.514,13.394,0.11,0.0,0.1913,1,1,0.75,S,1.0,RES1-1SNB,747637.1367024502,373818.5683512251,3271.0,2015.0,0.1,True,0.75,Slab,0.83,USACE NSI (modeled),0.56,2.6,1.02
BRZ-02523,"NSI Structure 122534323, Fort Bend County, TX",29.681652,-95.752008,0.0,0.0,1,1,0.0,0.0,8.872,2.17,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,374220.59038549947,187110.29519274973,2863.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02524,"NSI Structure 122561535, Fort Bend County, TX",29.717447,-95.840469,0.0,0.0,1,1,0.0,0.0,3.249,1.13,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,919373.8367507663,459686.91837538313,3151.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-02525,"NSI Structure 122511494, Fort Bend County, TX",29.685592,-95.897421,0.0,0.0,0,1,0.0,0.0,4.948,4.01,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,934537.0093929443,467268.50469647214,4435.0,2008.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
