fd_id,occtype,st_damcat,found_ht,found_type,num_story,sqft,ftprntsqft,val_struct,val_cont,ground_elv,med_yr_blt,firmzone,bldheight,usastrucid,longitude,latitude
123890458,RES1-2SNB,RES,0.75,S,2,2863.0,2516,495511.35921,247755.679605,83.60124,2000,X,6.59,,-95.612199437131,29.778465334767
123890499,RES1-2SNB,RES,0.75,S,2,2880.0,2563,497371.14760200004,248685.57380100002,86.73781,2000,X,5.92,,-95.610061660197,29.777723479277
123890509,RES1-2SNB,RES,0.75,S,2,2880.0,1725,497371.14760200004,248685.57380100002,86.421524,2000,X,4.51,,-95.61093374559,29.777492998686
123890557,RES3D,RES,0.5,S,2,11911.69,7273,1688964.75531,591137.6643584999,82.133804,2000,X,6.17,,-95.610669581337,29.779930469713
123890598,RES1-2SNB,RES,0.75,S,2,2622.0,1572,467771.46771600004,233885.73385800002,86.6861,2000,X,5.22,,-95.610408853625,29.777731931337
123890631,RES1-2SNB,RES,0.75,S,2,2819.0,1304,490638.459486,245319.229743,86.63613,2000,X,5.29,,-95.610423761489,29.777499923599
123890636,RES1-2SWB,RES,2.0,B,2,2800.0,1464,521361.83706600004,260680.91853300002,87.35619,2000,X,5.28,,-95.609506338812,29.777702198287
123890519,RES3B,RES,0.5,S,1,4628.31,7521,635997.0353100001,222598.96235850002,83.22155,2000,X,4.97,,-95.610275149734,29.779973930232
123890566,RES3C,RES,0.5,S,1,4988.6,6085,739868.6749440001,258954.0362304,79.29188,2000,X,3.16,,-95.612402120493,29.779821963366
123890603,RES1-2SNB,RES,0.75,S,2,2860.0,1387,495181.83951600007,247590.91975800003,86.91652,2000,X,4.62,,-95.609986762124,29.777309442369
123890610,RES1-2SNB,RES,0.75,S,2,2790.0,2378,487379.971218,243689.985609,85.88481,2000,X,5.3,,-95.611300614343,29.777701556124
123890612,RES3C,RES,0.5,S,1,6765.31,8500,980345.8936739999,343121.06278589997,79.02735,2000,AE,4.72,,-95.612113275846,29.780226255247
124057517,RES1-2SNB,RES,0.75,S,2,4012.0,3439,394803.70419404807,197401.85209702404,107.198875,1991,X,5.92,,-95.616111132542,29.848581617432
124057579,RES1-2SNB,RES,0.75,S,2,5381.0,3350,529521.1172863778,264760.5586431889,107.241905,1991,X,5.37,,-95.616733945289,29.848898362203
124058621,RES1-2SNB,RES,0.75,S,2,5098.0,4339,501672.29735700396,250836.14867850198,106.931206,1991,X,5.02,,-95.616783661816,29.849579060027
124058728,RES1-2SNB,RES,0.75,S,2,4674.0,3580,459948.2797981183,229974.13989905914,106.25236,1991,X,6.26,,-95.616355699885,29.849648210474
124058540,RES1-1SNB,RES,0.75,S,1,5244.0,3769,516039.5303090473,258019.76515452366,107.344604,1991,X,4.8,,-95.616950414794,29.84988528398
124058606,RES1-2SNB,RES,0.75,S,2,4843.0,3486,474990.56984808616,237495.28492404308,106.5892,1991,X,7.03,,-95.616188704513,29.849117119801
124058562,RES1-2SNB,RES,0.75,S,2,4600.0,2773,451157.6691699458,225578.8345849729,107.39713,1991,X,7.08,,-95.616445704531,29.849077955053
124659320,RES1-1SNB,RES,2.0,C,1,1239.0,897,180627.1124515553,90313.55622577765,90.01309,1987,AE,0.0,,-95.613716292851,29.793503998286
124659317,RES1-1SNB,RES,2.0,C,1,1651.5,2202,219963.20506956364,109981.60253478182,89.349686,1987,AE,2.01,,-95.61544698312,29.793583123609
124708455,RES3D,RES,0.5,S,8,9617.4,1233,1275788.2349046674,446525.88221663353,86.594345,1987,AE,0.0,37296340,-95.639874213675,29.793245028009
124714875,RES1-2SNB,RES,0.75,S,2,1118.0,1500,189244.99155134487,94622.49577567243,106.223434,2006,X,0.0,,-95.699136936763,29.808958488047
